area,year,inside,out_in,outside
秋田県 男鹿市,2005年度,"12,232","3,830",34
秋田県 湯沢市,2005年度,"23,216","3,698",119
秋田県 鹿角市,2005年度,"15,754","1,732",326
秋田県 由利本荘市,2005年度,"38,368","5,499",154
秋田県 潟上市,2005年度,"7,657","9,016",16
秋田県 大仙市,2005年度,"38,498","8,105",116
秋田県 北秋田市,2005年度,"16,473","2,199",94
秋田県 にかほ市,2005年度,"12,265","1,802",316
秋田県 仙北市,2005年度,"13,277","2,398",253
秋田県 小坂町,2005年度,"2,268",737,85
秋田県 上小阿仁村,2005年度,942,376,2
秋田県 藤里町,2005年度,"1,354",674,27
秋田県 三種町,2005年度,"6,227",-,32
秋田県 八峰町,2005年度,"2,778",-,47
秋田県 五城目町,2005年度,"3,407","2,120",19
秋田県 八郎潟町,2005年度,"1,580","1,741",2
秋田県 井川町,2005年度,"1,353","1,386",1
秋田県 大潟村,2005年度,"1,910",158,1
秋田県 美郷町,2005年度,"7,345","4,719",80
秋田県 羽後町,2005年度,"5,978","2,870",49
秋田県 東成瀬村,2005年度,894,711,16
山形県 山形市,2005年度,"109,239","15,324","1,144"
山形県 米沢市,2005年度,"42,166","3,403",245
山形県 鶴岡市,2005年度,"65,123","5,846",588
山形県 酒田市,2005年度,"46,965",-,142
山形県 新庄市,2005年度,"16,608","3,043",127
山形県 寒河江市,2005年度,"13,913","8,261",73
山形県 上山市,2005年度,"11,387","6,887",122
山形県 村山市,2005年度,"8,807","5,644",44
山形県 長井市,2005年度,"11,945","3,913",31
山形県 天童市,2005年度,"20,402","13,114",224
山形県 東根市,2005年度,"16,630","7,730",117
山形県 尾花沢市,2005年度,"8,133","2,832",35
山形県 南陽市,2005年度,"12,244","5,785",60
山形県 山辺町,2005年度,"3,023","4,736",69
山形県 中山町,2005年度,"2,450","4,100",40
山形県 河北町,2005年度,"5,748","4,925",29
山形県 西川町,2005年度,"2,041","1,415",8
山形県 朝日町,2005年度,"3,024","1,556",10
山形県 大江町,2005年度,"2,696","2,372",17
山形県 大石田町,2005年度,"2,545","2,083",8
山形県 金山町,2005年度,"2,011","1,261",26
山形県 最上町,2005年度,"4,172",896,250
山形県 舟形町,2005年度,"1,658","1,440",5
山形県 真室川町,2005年度,"2,940","1,670",79
山形県 大蔵村,2005年度,"1,304",853,4
山形県 鮭川村,2005年度,"1,647","1,130",10
山形県 戸沢村,2005年度,"1,579","1,166",18
山形県 高畠町,2005年度,"8,409","5,451",52
山形県 川西町,2005年度,"5,218","4,322",35
山形県 小国町,2005年度,"4,321",228,79
山形県 白鷹町,2005年度,"5,469","2,749",20
山形県 飯豊町,2005年度,"2,553","1,948",6
山形県 三川町,2005年度,"2,012","2,019",5
山形県 庄内町,2005年度,"6,596","5,511",28
山形県 遊佐町,2005年度,"4,815","3,574",162
福島県 福島市,2005年度,"126,334",-,"2,038"
福島県 会津若松市,2005年度,"52,669",-,300
福島県 郡山市,2005年度,"143,097","14,918","1,628"
福島県 いわき市,2005年度,"153,977","2,966","3,814"
福島県 白河市,2005年度,"20,036",-,"1,116"
福島県 須賀川市,2005年度,"26,104","13,204",306
福島県 喜多方市,2005年度,"18,569",-,140
福島県 相馬市,2005年度,"14,973","2,851","1,069"
福島県 二本松市,2005年度,"18,511",-,198
福島県 田村市,2005年度,"16,856","5,356",173
福島県 南相馬市,2005年度,"24,862",-,566
福島県 伊達市,2005年度,"18,435",-,391
福島県 本宮市,2005年度,"8,035",-,114
福島県 桑折町,2005年度,"3,408","3,276",109
福島県 国見町,2005年度,"2,779","2,550",158
福島県 川俣町,2005年度,"5,667","2,558",23
福島県 大玉村,2005年度,"1,673","2,648",28
福島県 鏡石町,2005年度,"3,132","3,336",25
福島県 天栄村,2005年度,"1,503","1,693",21
福島県 下郷町,2005年度,"2,567",980,29
福島県 檜枝岐村,2005年度,402,14,0
福島県 只見町,2005年度,"2,528",181,3
福島県 南会津町,2005年度,"8,466",-,240
福島県 北塩原村,2005年度,"1,208",637,7
福島県 西会津町,2005年度,"3,267",662,101
福島県 磐梯町,2005年度,"1,163",799,8
福島県 猪苗代町,2005年度,"6,247","2,135",35
福島県 会津坂下町,2005年度,"5,890","3,285",34
福島県 湯川村,2005年度,832,"1,045",7
福島県 柳津町,2005年度,"1,556",639,6
福島県 三島町,2005年度,752,241,4
福島県 金山町,2005年度,985,122,3
福島県 昭和村,2005年度,723,59,0
福島県 会津美里町,2005年度,"6,634","5,592",18
福島県 西郷村,2005年度,"5,514","3,662",581
福島県 泉崎村,2005年度,"1,844","1,584",69
福島県 中島村,2005年度,"1,255","1,358",24
福島県 矢吹町,2005年度,"5,381","3,692",110
福島県 棚倉町,2005年度,"5,343","2,531",130
福島県 矢祭町,2005年度,"2,275",715,395
福島県 塙町,2005年度,"3,664","1,676",164
福島県 鮫川村,2005年度,"1,354",842,23
福島県 石川町,2005年度,"6,193","3,158",51
福島県 玉川村,2005年度,"2,191","1,951",13
福島県 平田村,2005年度,"2,783","1,451",7
福島県 浅川町,2005年度,"2,088","1,665",28
福島県 古殿町,2005年度,"2,521",934,2
福島県 三春町,2005年度,"4,792","5,034",65
福島県 小野町,2005年度,"4,588","1,695",38
福島県 広野町,2005年度,"1,509","1,145",53
福島県 楢葉町,2005年度,"2,399","1,568",17
福島県 富岡町,2005年度,"4,709","3,016",82
福島県 川内村,2005年度,963,492,4
福島県 大熊町,2005年度,"3,685","1,526",108
福島県 双葉町,2005年度,"1,690","1,699",60
福島県 浪江町,2005年度,"6,585","3,621",158
福島県 葛尾村,2005年度,609,274,5
福島県 新地町,2005年度,"2,117","1,461",630
福島県 飯舘村,2005年度,"2,609",779,15
茨城県 水戸市,2005年度,"95,119","27,830","1,767"
茨城県 日立市,2005年度,"73,903","13,243",654
茨城県 土浦市,2005年度,"40,707",-,"5,926"
茨城県 古河市,2005年度,"48,150","8,043","17,668"
茨城県 石岡市,2005年度,"23,761","15,305","1,251"
茨城県 結城市,2005年度,"15,072","5,310","7,031"
茨城県 龍ケ崎市,2005年度,"16,869","10,833","9,584"
茨城県 下妻市,2005年度,"12,597",-,815
茨城県 常総市,2005年度,"19,277",-,"1,774"
茨城県 常陸太田市,2005年度,"16,268","13,180",206
茨城県 高萩市,2005年度,"8,084","6,992",263
茨城県 北茨城市,2005年度,"15,492","6,282","1,426"
茨城県 笠間市,2005年度,"20,310",-,962
茨城県 取手市,2005年度,"20,884","10,475","22,709"
茨城県 牛久市,2005年度,"13,703","14,648","9,869"
茨城県 つくば市,2005年度,"66,606","20,886","6,963"
茨城県 ひたちなか市,2005年度,"46,349","25,800",918
茨城県 鹿嶋市,2005年度,"21,810","7,509",946
茨城県 潮来市,2005年度,"7,781","5,829","1,306"
茨城県 守谷市,2005年度,"10,083","8,322","7,999"
茨城県 常陸大宮市,2005年度,"16,163","7,445",805
茨城県 那珂市,2005年度,"11,668","15,708",236
茨城県 筑西市,2005年度,"38,642","12,575","5,823"
茨城県 坂東市,2005年度,"19,553","8,146","3,070"
茨城県 稲敷市,2005年度,"13,452","7,542","3,092"
茨城県 かすみがうら市,2005年度,"11,014","11,368",868
茨城県 桜川市,2005年度,"15,029","7,651","1,212"
茨城県 神栖市,2005年度,"38,069","4,235","4,454"
茨城県 行方市,2005年度,"14,285","6,556",542
茨城県 鉾田市,2005年度,"16,758",-,214
茨城県 つくばみらい市,2005年度,"7,431",-,"3,685"
茨城県 小美玉市,2005年度,"14,192",-,618
茨城県 茨城町,2005年度,"8,934","9,079",147
茨城県 大洗町,2005年度,"5,793","4,027",42
茨城県 城里町,2005年度,"5,682","6,084",176
茨城県 東海村,2005年度,"8,561","8,126",180
茨城県 大子町,2005年度,"8,624","1,765",703
茨城県 美浦村,2005年度,"4,588","3,943",477
茨城県 阿見町,2005年度,"11,140","10,599","2,380"
茨城県 河内町,2005年度,"2,488","1,834","1,232"
茨城県 八千代町,2005年度,"6,484","5,236",628
茨城県 五霞町,2005年度,"2,567",346,"2,130"
茨城県 境町,2005年度,"8,607","4,207","1,421"
茨城県 利根町,2005年度,"2,446","2,409","3,955"
栃木県 宇都宮市,2005年度,"184,898",-,"5,926"
栃木県 足利市,2005年度,"56,880","5,352","17,460"
栃木県 栃木市,2005年度,"44,962",-,"5,320"
栃木県 佐野市,2005年度,"47,629","9,365","5,586"
栃木県 鹿沼市,2005年度,"37,152",-,674
栃木県 日光市,2005年度,"32,226",-,598
栃木県 小山市,2005年度,"52,193","14,851","12,366"
栃木県 真岡市,2005年度,"28,948",-,"2,160"
栃木県 大田原市,2005年度,"28,497","10,799",452
栃木県 矢板市,2005年度,"10,570","7,201",191
栃木県 那須塩原市,2005年度,"42,432","17,313","1,243"
栃木県 さくら市,2005年度,"11,581","9,041",271
栃木県 那須烏山市,2005年度,"10,290","5,482",155
栃木県 下野市,2005年度,"11,747",-,"2,160"
栃木県 上三川町,2005年度,"8,556","7,715",469
栃木県 益子町,2005年度,"6,827","6,066",364
栃木県 茂木町,2005年度,"5,157","3,168",305
栃木県 市貝町,2005年度,"2,886","3,801",83
栃木県 芳賀町,2005年度,"4,619","4,437",105
栃木県 壬生町,2005年度,"10,540","9,808",584
栃木県 野木町,2005年度,"4,884","2,424","5,716"
栃木県 塩谷町,2005年度,"3,588","3,444",70
栃木県 高根沢町,2005年度,"6,700","9,620",221
栃木県 那須町,2005年度,"9,549","3,543",519
栃木県 那珂川町,2005年度,"6,822","3,708",110
群馬県 前橋市,2005年度,"122,353",-,"3,814"
群馬県 高崎市,2005年度,"107,723",-,"7,630"
群馬県 桐生市,2005年度,"41,760","18,240","2,839"
群馬県 伊勢崎市,2005年度,"71,351","26,697","4,560"
群馬県 太田市,2005年度,"79,338","20,991","8,147"
群馬県 沼田市,2005年度,"20,717","5,723",350
群馬県 館林市,2005年度,"24,535","8,871","6,226"
群馬県 渋川市,2005年度,"22,722",-,557
群馬県 藤岡市,2005年度,"20,219",-,"3,454"
群馬県 富岡市,2005年度,"18,606",-,388
群馬県 安中市,2005年度,"16,864",-,807
群馬県 みどり市,2005年度,"11,438",-,804
群馬県 榛東村,2005年度,"3,048","4,359",107
群馬県 吉岡町,2005年度,"3,009","5,836",146
群馬県 上野村,2005年度,637,79,6
群馬県 神流町,2005年度,907,194,33
群馬県 下仁田町,2005年度,"3,119","1,667",136
群馬県 南牧村,2005年度,569,505,15
群馬県 甘楽町,2005年度,"3,930","3,581",140
群馬県 中之条町,2005年度,"6,457",-,43
群馬県 長野原町,2005年度,"2,615",809,60
群馬県 嬬恋村,2005年度,"5,350",755,128
群馬県 草津町,2005年度,"4,229",285,16
群馬県 高山村,2005年度,"1,112",918,15
群馬県 東吾妻町,2005年度,"5,645",-,43
群馬県 片品村,2005年度,"2,491",405,28
群馬県 川場村,2005年度,"1,059",828,16
群馬県 昭和村,2005年度,"2,921","1,405",24
群馬県 みなかみ町,2005年度,"8,942","2,858",235
群馬県 玉村町,2005年度,"7,581","10,542","1,055"
群馬県 板倉町,2005年度,"4,458","2,311","1,804"
群馬県 明和町,2005年度,"2,555","2,215","1,214"
群馬県 千代田町,2005年度,"2,519","2,768",728
群馬県 大泉町,2005年度,"12,843","7,436","2,072"
群馬県 邑楽町,2005年度,"5,641","6,479","1,930"
埼玉県 さいたま市,2005年度,"193,515","195,404","187,656"
埼玉県 さいたま市 西区,2005年度,"13,039","17,044","9,980"
埼玉県 さいたま市 北区,2005年度,"25,547","22,775","18,922"
埼玉県 さいたま市 大宮区,2005年度,"18,839","15,388","17,352"
埼玉県 さいたま市 見沼区,2005年度,"24,167","28,580","19,671"
埼玉県 さいたま市 中央区,2005年度,"12,864","14,871","16,734"
埼玉県 さいたま市 桜区,2005年度,"15,317","16,448","14,191"
埼玉県 さいたま市 浦和区,2005年度,"20,317","17,357","28,681"
埼玉県 さいたま市 南区,2005年度,"20,376","26,382","36,979"
埼玉県 さいたま市 緑区,2005年度,"15,518","19,309","15,953"
埼玉県 さいたま市 岩槻区,2005年度,"27,531","17,250","9,193"
埼玉県 川越市,2005年度,"85,715","43,964","34,894"
埼玉県 熊谷市,2005年度,"59,231",-,"12,053"
埼玉県 川口市,2005年度,"128,371",-,"98,617"
埼玉県 行田市,2005年度,"22,144",-,"4,739"
埼玉県 秩父市,2005年度,"24,793","7,136",852
埼玉県 所沢市,2005年度,"69,176","22,132","66,999"
埼玉県 飯能市,2005年度,"18,450","12,387","9,737"
埼玉県 加須市,2005年度,"25,864",-,"9,275"
埼玉県 本庄市,2005年度,"21,273",-,"5,159"
埼玉県 東松山市,2005年度,"22,154","16,873","5,634"
埼玉県 春日部市,2005年度,"48,785","33,981","34,642"
埼玉県 狭山市,2005年度,"36,767","21,307","20,717"
埼玉県 羽生市,2005年度,"15,915","9,683","2,951"
埼玉県 鴻巣市,2005年度,"24,271","23,907","11,166"
埼玉県 深谷市,2005年度,"38,927",-,"6,344"
埼玉県 上尾市,2005年度,"44,589","39,185","25,855"
埼玉県 草加市,2005年度,"46,825","20,392","51,891"
埼玉県 越谷市,2005年度,"69,857","32,178","55,064"
埼玉県 蕨市,2005年度,"10,267","9,801","14,602"
埼玉県 戸田市,2005年度,"25,350","9,916","24,261"
埼玉県 入間市,2005年度,"31,000","19,775","22,465"
埼玉県 朝霞市,2005年度,"22,389","13,090","27,704"
埼玉県 志木市,2005年度,"9,906","9,863","13,825"
埼玉県 和光市,2005年度,"13,275","4,468","22,336"
埼玉県 新座市,2005年度,"28,048","13,784","35,825"
埼玉県 桶川市,2005年度,"12,422","15,857","8,043"
埼玉県 久喜市,2005年度,"25,909",-,"18,249"
埼玉県 北本市,2005年度,"12,550","14,913","7,214"
埼玉県 八潮市,2005年度,"20,679","6,481","11,600"
埼玉県 富士見市,2005年度,"14,852","18,569","18,803"
埼玉県 三郷市,2005年度,"33,771","10,121","24,644"
埼玉県 蓮田市,2005年度,"10,193","12,306","8,586"
埼玉県 坂戸市,2005年度,"18,245","21,436","8,613"
埼玉県 幸手市,2005年度,"10,004","9,440","7,462"
埼玉県 鶴ヶ島市,2005年度,"10,559","17,254","7,497"
埼玉県 日高市,2005年度,"10,868","11,752","4,248"
埼玉県 吉川市,2005年度,"13,236","9,313","8,991"
埼玉県 ふじみ野市,2005年度,"17,368","17,231","15,651"
埼玉県 白岡市,2005年度,"7,827","9,760","6,229"
埼玉県 伊奈町,2005年度,"6,361","9,094","3,178"
埼玉県 三芳町,2005年度,"6,974","5,614","5,580"
埼玉県 毛呂山町,2005年度,"7,804","8,321","2,210"
埼玉県 越生町,2005年度,"2,468","3,754",560
埼玉県 滑川町,2005年度,"2,501","4,422",911
埼玉県 嵐山町,2005年度,"3,909","4,905",977
埼玉県 小川町,2005年度,"7,368","8,457","1,912"
埼玉県 川島町,2005年度,"5,007","6,106",996
埼玉県 吉見町,2005年度,"4,634","6,244",934
埼玉県 鳩山町,2005年度,"2,148","4,106","1,535"
埼玉県 ときがわ町,2005年度,"2,607",-,359
埼玉県 横瀬町,2005年度,"1,839","2,439",169
埼玉県 皆野町,2005年度,"2,626","2,778",120
埼玉県 長瀞町,2005年度,"1,894","2,070",104
埼玉県 小鹿野町,2005年度,"4,697","2,378",98
埼玉県 東秩父村,2005年度,648,"1,109",63
埼玉県 美里町,2005年度,"2,794","2,956",460
埼玉県 神川町,2005年度,"3,545",-,"1,386"
埼玉県 上里町,2005年度,"6,555","6,682","2,770"
埼玉県 寄居町,2005年度,"8,552","8,814","1,113"
埼玉県 宮代町,2005年度,"4,496","7,477","4,513"
埼玉県 杉戸町,2005年度,"7,856","9,395","5,752"
埼玉県 松伏町,2005年度,"5,200","6,583","3,661"
千葉県 千葉市,2005年度,"157,832","170,796","103,151"
千葉県 千葉市 中央区,2005年度,"43,064","26,058","15,024"
千葉県 千葉市 花見川区,2005年度,"25,668","35,740","24,901"
千葉県 千葉市 稲毛区,2005年度,"22,752","29,371","18,681"
千葉県 千葉市 若葉区,2005年度,"27,563","31,986","9,480"
千葉県 千葉市 緑区,2005年度,"16,695","25,357","9,051"
千葉県 千葉市 美浜区,2005年度,"22,090","22,284","26,014"
千葉県 銚子市,2005年度,"27,670","4,386","4,335"
千葉県 市川市,2005年度,"80,710","31,430","122,257"
千葉県 船橋市,2005年度,"106,096","57,858","112,927"
千葉県 館山市,2005年度,"19,742","4,164",269
千葉県 木更津市,2005年度,"34,128","21,414","2,940"
千葉県 松戸市,2005年度,"97,085","34,461","100,845"
千葉県 野田市,2005年度,"43,457","10,765","21,545"
千葉県 茂原市,2005年度,"26,314","16,144","2,378"
千葉県 成田市,2005年度,"39,279",-,"4,032"
千葉県 佐倉市,2005年度,"29,950","32,529","20,313"
千葉県 東金市,2005年度,"14,723","12,433","1,798"
千葉県 旭市,2005年度,"25,266","9,725","1,144"
千葉県 習志野市,2005年度,"21,080","26,644","29,483"
千葉県 柏市,2005年度,"83,511","31,736","67,768"
千葉県 勝浦市,2005年度,"6,703","3,087",111
千葉県 市原市,2005年度,"87,375","35,705","11,050"
千葉県 流山市,2005年度,"22,093","21,495","29,765"
千葉県 八千代市,2005年度,"32,857","26,553","26,390"
